Text,target
"@omarsuleiman504 @asimb Chapel Hill is not surprising. What is surprising is that given the level of Islamic terrorism, there is so little.",1
"@discerningmumin And now, every Jihadi group wants to reinstate slavery in the present because the Quran approves it and Mohammed practiced.",1
@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor,1
@LifeInKhilafah You can't even imagine how I think because I cannot imagine how anyone would take such a vile religion as Islam.,1
@_Jihad10 @Rayandawlah_ Muslims have these delusions about producing Algebra. But many others beat them to it. http://t.co/AsMiQZFvAG,1
"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaN…",1
"@KellyTurner99 @buellerishere @isra_jourisra @fei989 And not only did Mohammed burn them, the crucified, stoned and beheaded people.",1
"@biebervalue @greenlinerzjm Horseshit. Mohammed led 17 major military expeditions, owned 28 slaves, had 9 wives - one six years old.",1
"Saudi cleric: ""sun revolves around the earth."" Now you can understand why madrassa graduates have no skill but Jihad.  #Islam #science",1
@mutaSawwif About 90% of Iraqi civilians are killed by Muslims.,1
@RaniaKhalek @MaxBlumenthal Another taqiyya liar making up garbage for the sake of  Mohammed's desire to exterminate Jews.,1
@yuskan0723 The filthy Palestinians have attacked and murdered Jewish children in their schools in the past.  So fuck Palestinians.,1
"@_Ibn_Latif @Colonel_Shami The prophet Mohammed used catapults on cities, killing women and children. So you just called him a coward.",1
@Ammaawah @jm111t That's only because they don't follow Islam.  Islam tells women to stay at home. http://t.co/UQLoWj1GjS,1
"@KamelNasrEldien True, no other ideology is as vile, murderous, backwards and stupid as Islam.",1
"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isn’t just ISIS, it’s Islam http://t.co/ocd3R…",1
@obsurfer84 The ME led the world in development before there was Islam and fell behind the world after Islam.,1
@P_Valerianus @CTFleaMarkets @ibnHlophe @eeviewonders We could deal with the violent fanatics if the texts of Islam weren't producing more.,1
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Scandinavian people will not be displaced by Jews, they'll be displaced by Muslim",1
RT @Juliet777777: AUSTRALIA: Lebanese Muslim husband 12-year-old pregnant wife arrested  sexual abuse http://t.co/SVYLP1qcDP #PATRIOTS http…,1
@aliabdalhamid @izrinhariri Obviously you know nothing about your religion.  Permission to rape slave girls is in both Quran and Hadiths.,1
@jncatron And of course you are campaigning for the destruction of the Israelis because you are a racist anti-Semite asshole.,1
Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.,1
"@truaemusic @mattybboi83 @Number10gov Mohammed was a slave trader, Jesus wasn't.  Mohammed was a sexist, Jesus wasn't.",1
"@truaemusic A religion who has a murdering, hating pedophile at it's core has no room to be reformed.",1
@ummahwitness Then why do you smelly rag heads keep moving to Britian?,1
@ilhaam673 @B1236M Here is how #Islam inscribes the inferiority and abuse of women. http://t.co/wXassJMkTd,1
@santafeez Fighting for him would mean not forcing him to become a jihadi hate monster. http://t.co/tFmpcH1aZH,1
"RT @riwired: Look at all the land occupation in green, of ""Islamic domination"". We are being duped. @jemfleming  @GOP @VileIslam http://t.c…",1
"@Hesiod2k11 @MaxBlumenthal @BlueDuPage If they were aligned with neo Nazis, the Muslims would love them.",1
"@biebervalue @greenlinerzjm You fucking moron, slavery is approved right in the Quran. Read it you stupid idiot.",1
@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women,1
@dankmtl @PeaceNotHate_ What Christian who is not insane would want to live under Sharia law?,1
RT @AnneBayefsky: “The lofty status of women in #Islam: Woman's testimony ½ the weight of a man's.” http://t.co/cSIckyEr8T #WomensDay http:…,1
@obsurfer84 Even your own link shows that the Jews were the producers and the Muslims lived by stealing others property.,1
"RT @God_Equals_Sant: Saudi Arabia sewer qurans. When you can't express your hatred for Islam in words, throw them in the sewer. http://t.co…",1
@HillaryGuess @riwired @izrinhariri Who is justifying Christianity microbrain. I don't have a religion. Why are you hiding Islamic barbarity,1
@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,1
"@SevilZadeh Mohammed led 17 major military expeditions.  Most offensive.  He raped, robbed, murdered, lied, slaved, and was a pedophile.",1
@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 ISIS has slavery because the prophet Mohammed was a slave owner and trader.,1
"RT @AnneBayefsky: Gang-raped Saudi woman gets 200 lashes, jail time. Saudis on UN ""Human Rights"" Council. http://t.co/et8DDsmTrp http://t.c…",1
@REMY119 Muslims are fighting with every religion and none religion on the face of the earth.  But we are suppose to believe it's Jews fault,1
@harmlesstree2 And the lying Muslims claimed that all of their attacks were only done because they were preemptive.,1
"RT @Cameron_Gray: ""Muslim Americans feel they've been targeted” - Obama

No mention of Jews, victims 60% of the time (h/t @joelengel) http:…",1
@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 Raping children is what Mohammed did.,1
@ibnHlophe @eeviewonders @CTFleaMarkets That Hadith is specific to AP.  Many others are specific to war on non believers everywhere.,1
@Joyce_Karam The Saudis will arm Sunni rebels in Yemen. Civil war is inevitable.,1
@MaxBlumenthal @mehdirhasan @tnr Mohammed was a genocidal bigot who attacked Jews and Christians. ISIS and Hamas do exactly the same.,1
RT @PeterTownsend7: #isis #muslim #Islamophobia? I think the word you're searching for is #Islamorealism  http://t.co/NyihT8Bqyu http://t.c…,1
RT @PeterTownsend7: #Islam #ISIS Why beheadings? Because it's in the book!  http://t.co/CcVAw1M7LF http://t.co/CGDLnBIbkK,1
@Nick_d_Williams There are many supposed Americans that work to destroy America.,1
@TheInfoIslam Oh good. That get's them out from behind the civilians so that the Peshmerga can kill them.,1
"@ILTAFSHEHZAD Yeah, I know. Being a human being is against Islam. Islam must be outlawed.",1
@golddinar1 @uygaraktas @Islam4EA When you wake up tomorrow you will find that Daesh reports were as real as your 72 virgin pigs.,1
@truaemusic The followers of the religion give a shit about the prophet of the religion. He is their example and always will be.,1
@roisin_morgan And while all other religious groups globally are under genocidal attacks by Muslims you blame the Jews.  Utterly  stupid.,1
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was a caravan robber.  ISIS steals others property.,1
"RT @sudixitca: Pakistan is a nation of haters, killers and savages. See this @Razarumi tweet. Barbarism is in the masses' minds. http://t.c…",1
"@buttercupashby @MaDaSaHaTtEr_17 I already brought you proof straight from my Qurans. If you refuse to read it, then shut up and leave.",1
"@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc",1
@AAlwuhaib1977 And Muslims are murdering raping and forcefully converting Christians in Egypt and have been for centuries.,1
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, Jews are tired of being murdered by Muslims. So what?",1
@harun_yahya You and your religious brothers are the real filth of the earth. PKK rescued Yezidis from your animal friends.,1
@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,1
"@DianH4 LOL. First you deny that Islam permits the rape of slave girls, then you verify it. Get lost. I'm tired of you.",1
@Beltrew @iyad_elbaghdadi Good. Anything is better than having Islamofascists in power.,1
@AAlwuhaib1977 @dankmtl @PeaceNotHate_ And of course Christians all over the world are oppressed daily by Muslim bigotry.,1
@YusufPeaceful @Clashoftherats @tummala82 @IndyVoices So now you Taquiyya liars deny what is explicit in the Quran. http://t.co/u1r2GhUon9,1
"@CamilleHughes16 @_Watch_Observe_ The idea about all of these ""moderate"" Muslims is oversold.  Most are extremists. http://t.co/cQJ6cNdGow",1
@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. http://t.co/pEPfxlLKfu,1
@DianH4 @ExposeFalsehood .....80% of Afghan civilians are killed by Taliban. So it is a service to mankind to bomb the Taliban.,1
@drazmat22 Islam killed it.,1
@KhaledHamaki This is a more complete picture of the bigotry of Islam than your selective lie. http://t.co/raGDag6tmL,1
@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,1
@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,1
@buttercupashby @MaDaSaHaTtEr_17 The fact is that Mohammed was every bit as vile and sick as ISIS. He is their model.,1
"@KhaledHamaki Obviously the driving meme of Islam is world domination, if it be by force, intimidation, or persuasion.",1
We are in an era where everyone has come to understand what the real #Islam is all about. http://t.co/evEtQqChxZ,1
@GENUG @TheMuslimIssue Saudi Arabia - a nation of Islamolunatics hiding from the Islamolunatics they helped to create. #Islam,1
RT @DavidJo52951945: Muslim found guilty of plotting to behead British soldiers-cases like this need the death penalty http://t.co/Yc4rO5UU…,1
@UmarMal And I'm not sure how you can yammer about homelessness when Muslims are still murdering people for apostacy and blasphemy.,1
@LibyaLiberty @SumbelinaZ You are lying. Most Muslims are still extremists. http://t.co/u7L1uPRN7L,1
RT @ThePoliticalHat: The next successor to the Saudi throne will be the son of a slave girl http://t.co/C1XmXLtLXQ http://t.co/WtDeBOE1HA,1
"@hu_4u The prophet Mohammed was a terrorist, and he knew Islam.",1
@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime I know about Judaism.  I don't recommend it.  But most Jews are secular.,1
@NNdabbour64 And all the hatred was started by your pedophile prophet.  Now you are finally getting it back. http://t.co/L8VgSNBDQX,1
"@AAlwuhaib1977 Wrong again, it is the Muslims murdering the Hindus in India, Kashmir, Bangladesh, and Pakistan.",1
Imam's who disagree with Jihad are attacked by Muslims.  So where are these moderate Muslims?  #Islam http://t.co/hkh5tyEIej,1
@sajid_fairooz @IsraeliRegime Yes they are Jew hating barbarians.,1
@Clashoftherats Liar. Those Hadith come from the USC Muslim student association Hadith web site. And here is more. http://t.co/v9w4T4izgk,1
@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan It's called execution or conversion at sword point.  You're welcome.,1
@CTVToronto These campaigns are all lies that try to portray Islam to the West as being the exact opposite of what it really is - barbaric.,1
"RT @royalmarine1980: Authorities will use anti Semitic attacks on twitter by Muslims and the left to introduce laws against hate speech ,re…",1
@MaxBlumenthal @mehdirhasan #Islam wants women to stay in their houses and cover themselves. ISIS makes sure that they do.,1
@KellyTurner99 @buellerishere @isra_jourisra @fei989 They are always hot air. But sometimes their hot air aligns with their prophets.,1
@VannCastro @tweetybird2009 @PatVPeters Right. Every Pres in history has been heavily criticized. But doing it to Obama has to be racist.,1
@anjemchoudary But Islam puts out the light and makes life too dark to bear.,1
"@MrInsaf @georgegalloway Why, when he could be elected mayor of Peshwar in a heartbeat. He could then murder Christians for blasphemy.",1
@MadDr11 @MaxBlumenthal Your people's struggle is to dominate other people through violence. So fuck you.,1
"RT @RavenHUWolf: 2011 Article: Islamists on Welfare: Paid to Plot the West's Demise 
http://t.co/1ZGKuOzJqN http://t.co/G7HYxICNKt",1
@yousufpoosuf @RKingLive2Dance @izrinhariri But the fact that Islam is a declaration of war means that Islam will always produce terrorists.,1
"@MaxBlumenthal @CarolineFourest No matter how desperately race baiting trash like you want Islam to be a race, it's not.",1
@REMY119 Israel is only trying to defend itself against murderous Muslims trying to wipe it out. UN votes by Muslim nations mean nothing.,1
@discerningmumin How many Muslims there are is irrelevant. The declaration of war on mankind is clearly spelled out in Quran and Hadiths.,1
@Saudi_Castro @donttreadonme65 @zaki_safar Filthy Islam created them and is funding them.,1
@truaemusic @mattybboi83 @Number10gov Not masked. The Quran and the Hadith declared war on humanity 1400 years ago. http://t.co/tuOWg1ltyj,1
"@AdnanSadiq01 @PTISalarKhan What black and white, terrorist scum? There is zero evidence presented. Are you a madrassa graduate?",1
@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. #Islam http://t.co/JsytuXHXTz,1
"@asem_1994 Islam only served to slow down science. The few discoveries by Muslims were despite Islam, not because of Islam.",1
"@obsurfer84 Then, when there was no one left to rob, the Muslims returned to being dessert Bedouins still trying to rob each other.",1
RT @anglosaxonryder: #Lakemba Muslim protest was a complete failure. Aussies don't want Islam here. It doesn't suit our way of life. Just l…,1
@RaniaKhalek @MaxBlumenthal @NickKristof Every border that Islam has with every other religion and non religion is bloody.,1
@munthir555 @The_Beamster @Sheikh_Times4 So let's get it over with. The world needs to declare war on Islam and get rid of the cancer.,1
@IAmThe1Teacher @IronmanL1 @stevecorrales80 It's utterly stupid to  tolerate the intolerance of Islam.,1
@NiceeNhess All of you Islamists repeat the same brain dead lines that someone else told you to say. I've seen that one a thousand times.,1
"@obsurfer84 Furthermore, all the Hadiths about Aisha's age are classified as Sahih - meaning Sound.",1
@NNdabbour64 The same old lie about property rights.  But Arab women had those before Islam.,1
@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.,1
"@vaseem89 Mohammed, the cancer of murder, hatred, slavery, bigotry, and sexism for mankind.",1
"RT @Juliet777777: HOW CAN YOU PROTEST OVER A CARTOON, SILENCE OVER CHILD RAPE PAEDOPHILES? http://t.co/HHxSwpz2Vw @ritzy_jewels @ProudPatri…",1
"@bradybaggett @LUVSHINECAFE If you like it or not, Islam declared war on all humanity in the Quran 1400 years ago.",1
@alihadi68 @DouglasKMurray @BBCNews @Ofcom @SkyNews @Independent The racist are Muslims who use breeding for population imperialism.,1
@Saudi_Castro @donttreadonme65 @zaki_safar KKK is almost non existent. But most Muslims are terrorists. http://t.co/zwTor5YYxD,1
@MaxBlumenthal @mehdirhasan @tnr Imagine a Muslim journalist making a case for why ISIS is not Islamic.  No self interest there. LOL.,1
"RT @RavenHUWolf: Islam's War On Women Continues. Islam continues to show how they value women...
http://t.co/6Uefi2sGBZ http://t.co/AL1emSK…",1
"RT @fatmaycollins: After the recent rape-murder case of a female Turkish student, other Turkish women are telling their stories to the worl…",1
"@kewldevzzo Yes, the Quran tells Muslims to murder people of other religions. http://t.co/EExrTV2BJx",1
@Sheikh_Times3 Nice of ISIS to get them together in one place so we can take out the trash.,1
"@FarooqSumar @MaxBlumenthal No, now we have idiots like you claiming that the Muslims should be allowed to finish exterminating ME Jews.",1
"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Since Muslims are sworn to exterminate them, why shouldn't they.",1
@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,1
@1fatoshn Tell it to the 120 million Africans that Islam murdered. https://t.co/xWJzpSodGj,1
@ingyusarms Earthly tyrants are also egotistical and want everyone to admire them and bow down to them. So the Quran writer imagined god.,1
@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,1
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime So the only way the problems of Islam can be fixed is to outlaw Islam.,1
@DianH4 So we bombed Hitler and various dictators because they refused to be slaves? Muslims need to get a grip on reality.,1
@Almahiraa__ @munthir555 Nobody cares about your stupid rationalizations.  We are simple going to kill all the Daesh. Hope you are one of em,1
RT @RayJBray: @Juliet777777 @Vassa42 @2tweetaboutit They are breeding us out of existence in the westernised world. Islam will rule the wor…,1
@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,1
@Zahoorgorsi What the Americans did in Iraq was allow the Iraqis to elect their leadership.  Sunnis and Shia killing each other is Islam.,1
"@asem_1994 The Muslims killed millions when they entered Europe and India. But the question is, can we get beyond barbaric religion.",1
"@PoliticalAnt @Lithobolos @ZaibatsuNews Eh, they all ostensible follow the ideology of Islam. Radicals follow closely, others less so.",1
@no2_tweet The Quran is an incoherent piece of garbage created for mental midgets. #Islam,1
@harmlesstree2 The Muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women.,1
Knowledge and Muslim clerics = non intersecting sets. #Islam,1
"Our politicians make inane speeches about freedom of speech while studiously avoiding the real source of the problem, the violence in #Islam",1
"RT @riwired: And every Muslim is a ""slave of Allah"" the more religious or ""Islamic"" the more damage and danger there is.@VileIslam  @ORehaf…",1
@DianH4 @ajwatamr @ExposeFalsehood Nobody declared war on Allah and his pedophile messenger. Islam's war is all started by Islam.,1
"RT @TRobinsonNewEra: In Australia, their tax money helps finance their country's own destruction by terrorists:: https://t.co/zwWlcAZtmZ sa…",1
"@semzyxx Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",1
"@mir576607189 Looks like a slum, as people are forced to go to mosque at gun point. Daesh are creating hundreds of thousands of atheists.",1
"@azmoderate @JoeWSJ Again, you talk like an idiot.  I have no religion and what you say changes nothing about Muslims being extremists.",1
"@jaketapper @RaviAgrawalCNN Another case of, ""If you say Islam is violent we will kill you.""",1
"Until people like Hollande acknowledge that #Islam teaches murder and hatred, we will always be dealing with the symptoms, not the problem.",1
"@congressman_aly Well idiot, I see that every native minority in every Muslim country is a shrinking minority due to Muslim persecution.",1
@Lithobolos @PoliticalAnt @ZaibatsuNews So are you saying that the Quran is wrong with this piece of bigotry? http://t.co/oW2W2HPmYZ,1
@sibelo76 I read the entire Quran and much of the Hadiths. I know more about Islam than most Muslims. It is a curse to all mankind.,1
@DianH4 The Saudis were the Mujahedeen before there was any involvement of the US.,1
@ilhaam673 You don't need a perverted religion to feel compassion for humanity. http://t.co/T9Knt5tQmP,1
"In Islam women must be locked in their houses, and Muslims claim this is treating them well. http://t.co/rVO5TrXmZt",1
"@buttercupashby @MaDaSaHaTtEr_17 Mohammed later attacked the Jews of Khybar, slaughtered many and also stole their property.",1
"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Like I said,that is a stupid comment that seeks to hide the vileness of  Islam",1
@jacquard612 @hamza_al_habash @Loveussr Come back for a chat when you get a brain.,1
"@jihadi_11 @Shami_IS_back Hopefully the followers of the slave trader, and pedophile prophet, Mohammed.",1
"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",1
@yuskan0723 @essel1 You mean hapless genocidal Palestinian Islamolunatics that are determined to erase Israel from the map?,1
@MaxBlumenthal @mehdirhasan @tnr Mohammed approved in the Quran of sex slavery. ISIS is a firm believer in sex slavery.,1
"RT @WolfSpirit2013: #US Muslim holiday ‘honored’ by Conn. school district includes animal sacrifice by beheadings
http://t.co/g81RDR5ajt ht…",1
"RT @sudixitca: Some people work very hard to make this world a better place, while others work very hard to book a drink and sex party in t…",1
@GarrettaBrown85 @5Candrew Why do people even talk about white privilege when the majority of food stamp recipients are white people!!,1
RT @PeterTownsend7: #muslim #ISIS #Islam No compulsion in religion. Unless you're a kid of course! http://t.co/Va3FBYF6Wp http://t.co/B0AJT…,1
@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. http://t.co/ZjU8NqChiF,1
@discerningmumin Islam is an entire religion built on intolerance and jihad. It's time for the world to stop tolerating it.,1
"@RomeroScott Not gunmen, Muslim terrorists.",1
"@harmlesstree2 No asshole, I single out Muslims because their barbarity is set in stone in the Quran and they have not and cannot evolve.",1
"@jihadiAA Nobody gives a fuck about the streets when you are practicing genocide, murder, and slavery, microbrain.",1
"@Habibiline @Jihadii8 Not to mention crushing poverty, endless violence, and legal forced marriage of 8 year old girls.",1
@congressman_aly I know that Muslim bigotry has driven all the Christians out of Palestine.,1
"@birdSTL @MurdaMookez The entire history of Islam is one of colonization, occupation, hatred, and bigotry. Get an education.",1
@nader_haq @MadDr11 But your child raping prophet made his intentions clearly known in the Hadiths. http://t.co/IOmcyHTe9W,1
@Kaya786 @fai3an_H My opinions of Islam don't come from the media. They come from the Quran and Hadiths.,1
"RT @IronmanL1: @VileIslam @SumbelinaZ @TIB2016 @Hatewatch Or Black and follow islam  , http://t.co/HqPlAzokKa",1
"RT @0rwellian: Labor &amp; Islam working together RT @phlim1942: #pmlive Rotherham abuse victim: 'I was raped once a week, every week'  http://…",1
"@harmlesstree2 @MaxBlumenthal If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq http://t.co/KFsbDefYkD",1
@warriorsialkot @BilalIGhumman @johnnygjokaj @98Halima @cdnKhadija There is nothing that ISIS does that prophet Mohammed did not also do.,1
@ILTAFSHEHZAD And 83:25 says they drink wine in heaven. So Islamic heaven is basically a drunken whore house. Very spiritual - lol.,1
RT @joe_nuzz: Why Our President Chose to Insult Christianity and Excuse Militant Islam at the National Prayer Breakfast   http://t.co/c6IwF…,1
@IAmThe1Teacher @IronmanL1 @stevecorrales80 What do you think we are doing when we accept Muslim immigrants.  What do we get back.,1
@BabaKristian @MuftahOrg Lol. You think there are no probs for people who don't tow the main stream line in Muslim c. http://t.co/yZdJhnFQen,1
"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime Because of Muslim hatred there will soon be no Jews, Christians, Yezidis in ME.",1
"@westernreviews @hanna_bard For example, the Quran says leaving Islam is not accepted.  The Hadiths say kill anyone who leaves.",1
"@Setarehgan @Maryam_Rajavi This is the big lie about #Islam.  It doesn't advocate tolerance and coexistence, it advocates hatred and murder.",1
@obsurfer84 They welcomed Islam with a sword at their throats. There was nothing kind about Islam. It was a religion designed for thugs.,1
"@LifeInKhilafah You are the one sitting in a black tent holding an AK, so don't talk to me about hate.",1
"@BDSSupporter No, the Muslim states are the most murderous terrorist states on earth. It's not even close.",1
@truaemusic And the Christian world got rid of slavery by itself.The Muslim world was pressured into getting rid of it and now returns to it,1
@MaDaSaHaTtEr_17 @buttercupashby Any idiot lawyer could make the case that the Quran should be outlawed on the basis of being hate speech.,1
"@tommydevlin1974 ""Mainstream"" Muslims are also radicals. http://t.co/X5gSyW8PGB",1
@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,1
When Muslims try to defend their prophet against pedophelia they never tell you about the proof that he was a pedo. http://t.co/19RSG7nHAh,1
@obsurfer84 And the Muslims robbed the wealthy merchants.,1
@anjemchoudary We could care less how much you love the fraud.  We have the right to think of him any way we want and express that.,1
@RudawEnglish Religion at gunpoint and allegiance at gun point.,1
@Clashoftherats But thanks for demonstrating for the millionth time how Muslims lie about their religion.,1
@SumerSloan @PAWarnhoff @etsho127 I know this because all of the people fighting against Assad now are Islamofascists.,1
"@SafeensS The nuns are wearing the chosen robs of the clergy, not what every woman is required to wear by the sexist religion.",1
@westernreviews @hanna_bard Sometimes you have to go to the Hadiths to clarify the Quran.,1
@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj The little girls draw the highest price because of your pedophile prophet.,1
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 ISIS wants to control the world because Mohammed wanted to control it.,1
"@Isham_AlAssad @UN Any fool can see that is a photoshop job, goat fucker.",1
@ajwatamr @ExposeFalsehood The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.,1
@Dabiq_Warrior @Totenleserin And it cost ISIS half their best fighters.  The city can be rebuilt - free of the ISIS animals.,1
@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan Next door in Pakistan the Muslims still murder Christians and Hindus regularly,1
"@buttercupashby @MaDaSaHaTtEr_17 I take the whole sura, microbrain. You make such statement trying to hide the barbarity of Islam.",1
Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. http://t.co/3piDnVkq2b #Islam,1
"@congressman_aly Somewhere in the world Muslims are at war with Jews, Christians, Hindus, Buddhists, Taoists, Atheists, and anamists.",1
@UmarFarooq_ ROFL.  No one with a brain will want a madrassa education.  Will they teach Mohammed's remedies? http://t.co/dxJ6oEj19B,1
